,tweet,label
10,"(1)Pada acara Munas HIPMI ke-17 yang diadakan di Surakarta, momen yang juga dihadiri oleh Ganjar Pranowo, Erick Thohir, Gibran Rakabuming Raka, hingga Puan Maharani itu, Presiden Jokowi tanpa basa-basi langsung menyampaikan pesan terkait Pilpres 2024.",netral
11,Ketua DPR RI Puan Maharani dan Wali Kota Solo Gibran Rakabuming Raka tampak semobil usai menghadiri acara pembukaan Muktamar Muhammadiyah.  https://t.co/VYs48Is0Zq,netral
12,"Ketua DPD RI Lanyalla Mattalitti, Menteri BUMN Erick Thohir, Menteri Koperasi dan UKM Teten Masduki, Menteri Investasi Bahlil Lahadalia, Kapolri Jenderal Listyo Sigit Prabowo, Gubernur Jawa Tengah Ganjar Pranowo, dan Wali Kota Surakarta Gibran Rakabuming Raka.-",netral
13,Video adu jotos di Munas HIPMI XVII ranai jadi pembicaraan. Wali Kota Solo Gibran Rakabuming Raka didampingi Kapolresta Solo ke lokasi Munas pagi ini.  Via @detik_jateng  https://t.co/61xo8lrLFW,pro
14,"Ramai video adu jotos di Munas HIPMI XVII, Wali Kota Solo Gibran Rakabuming Raka didampingi Kapolresta Solo ke lokasi Munas pagi ini.  https://t.co/8vcLBQ5Qd0",pro
15,Wali Kota Solo Gibran Rakabuming Raka mengecek lokasi Munas HIPMI XVII di Hotel Alila Solo usai ramai video adu jotos peserta Munas HIPMI.  https://t.co/T5rR2KmmLa,pro
16,Wali Kota Solo Gibran Rakabuming Raka mengecek lokasi Munas HIPMI XVII di Hotel Alila Solo usai ramai video adu jotos peserta Munas HIPMI.  https://t.co/T5rR2K5jJa,pro
17,"Ini alasan pertemuan Anies Baswedan dan Gibran Rakabuming Raka jadi spesial di Solo, simak informasinya. #AniesBaswedan  https://t.co/X8zn8Oi9XV",pro
18,"Menteri Koperasi dan UKM Teten Masduki, Kapolri Jenderal Listyo Sigit Prabowo, Gubernur Jawa Tengah Ganjar Pranowo, dan Wali Kota Surakarta Gibran Rakabuming Raka.  Surakarta, 21 November 2022   https://t.co/b5X7s9KbKe  https://t.co/Igb8LDMvMm",netral
19,"Ketua DPD Lanyalla Mahmud Mattalitti, Menteri Investasi/Kepala BKPM Bahlil Lahadalia, Menteri BUMN Erick Thohir, Menteri Koperasi dan UKM Teten Masduki, Kapolri Jenderal Listyo Sigit Prabowo, Gubernur Jawa Tengah Ganjar Pranowo, dan Wali Kota Surakarta Gibran Rakabuming Raka.  https://t.co/gBejcP9Nf5",netral
20,Lanjutan Komjen Ahmad Dofiri dan Walikota Surakarta Gibran Rakabuming Raka. Hadir juga Menteri Investasi Bahlil Lahadalia dan Ketua Umum KADIN Arsjad Rasyid.(*)  #KetuaDPDRI #LaNyalla #daridaerahuntukindonesia #IndonesiaSpiritLaNyalla  https://t.co/Kyu9rI6VoH,netral
21,"Lanjutan dan Walikota Surakarta Gibran Rakabuming Raka.  Selain LaNyalla, narasumber dalam forum bertema “Indonesia di Tengah Tekanan Resesi dan Perubahan Landskap Politik dan Keamanan Global” itu Ketua MPR RI Bambang Soesatyo, Ketua DPR RI Puan Maharani, Kabaintelkam next...",
22,"Nama Gibran Rakabuming Raka mendapat banyak dukungan untuk maju Pilgub Ternyata, Puan juga menyebut Gibran berpeluang jadi gubernur!  Via @detik_jateng  https://t.co/3Xu5FK0T2O",pro
23,"Ketua DPR RI Puan Maharani, Kabaintelkam Komjen Ahmad Dofiri dan Walikota Surakarta Gibran Rakabuming Raka.  Hadir juga Menteri Investasi Bahlil Lahadalia dan Ketua Umum KADIN Arsjad Rasyid.(*) #lanyalla #resesi #spiritlanyalla #beranibangkit",pro
24,"Selain LaNyalla, narasumber dalam forum bertema “Indonesia di Tengah Tekanan Resesi dan Perubahan Landskap Politik dan Keamanan Global” itu Ketua MPR RI Bambang Soesatyo, Ketua DPR RI Puan Maharani dan Walikota Surakarta Gibran Rakabuming Raka.#lanyalla #resesi #spiritlanyalla",pro
25,"Wali Kota Solo Gibran Rakabuming Raka buka suara soal foto-fotonya berasama para tokoh yang digadang menjadi kandidat Capres 2024. Salah satu di antaranya adalah, Puan Maharani.  https://t.co/7HLH9bvpF3 Puan Tetap CapresPDIP",kontra
26,"Solo -   Ketua DPP PDI Perjuangan, Puan Maharani tak mempersoalkan pertemuan Mantan Gubernur DKI Jakarta Anies Baswedan dan Wali Kota Solo Gibran Rakabuming Raka yang terjadi beberapa hari lalu.   Puan menepis anggapan bahwa pertemuan itu bisa memecah belah tubuh PDI Perjuangan.",kontra
27,"Solo -   Ketua DPP PDI Perjuangan, Puan Maharani tak mempersoalkan pertemuan Mantan Gubernur DKI Jakarta Anies Baswedan dan Wali Kota Solo Gibran Rakabuming Raka yg terjadi beberapa hari lalu.   Puan menepis anggapan bahwa pertemuan itu bisa memecah belah tubuh PDI Perjuangan.",kontra
28,"Ketua DPR Puan Maharani dan Wali Kota Solo Gibran Rakabuming Raka makan siang bersama di Loji Gandrung, Solo. Keduanya juga akrab mengobrol. Bahas apa saja?  https://t.co/IrBQfaXHXT",pro
29,"Ketua DPR Puan Maharani dan Wali Kota Solo Gibran Rakabuming Raka makan siang bersama di Loji Gandrung, Solo. Keduanya juga akrab mengobrol. Bahas apa saja?  https://t.co/IrBQfbeKZT",pro
30,"Menteri Investasi Bahli Lahadalia meminta Erick Thohir, Ganjar Pranowo, hingga Puan Maharani berhati-hati pada Gibran Rakabuming Raka. Kenapa?   Via @detik_jateng  https://t.co/Hx76kZrmtP",pro
31,"Menteri Investasi Bahli Lahadalia meminta Erick Thohir, Ganjar Pranowo, hingga Puan Maharani berhati-hati pada Gibran Rakabuming Raka. Kenapa?  https://t.co/6Y6yTCBjyr",pro
32,Menteri Bahli Lahadalia meminta Gubernur Ganjar Pranowo dan Ketua DPR Puan Maharani berhati-hati soal Wali Kota Solo Gibran Rakabuming Raka. Apa sebabnya?  https://t.co/LnLgg0sv46,kontra
33,Menteri Bahli Lahadalia meminta Gubernur Ganjar Pranowo dan Ketua DPR Puan Maharani berhati-hati soal Wali Kota Solo Gibran Rakabuming Raka. Apa sebabnya?  https://t.co/LnLgg0Jy66,kontra
34,"Heboh Isu Anies-Gibran di Pilpres 2024, Anthony Budiawan: Melecehkan Intelektualisme Rakyat  https://t.co/ay0nMnITXP #AniesBaswedan #Anies-Gibran #AnthonyBudiawan #GibranRakabumingRaka",kontra
35,@AndiSinulingga Betul....dan saya sangat mengidolakan Presiden RI  ke 7...Ir. H. Joko Widodo. Kemudian...Ganjar Pranowo  ...and the rising star...coming soon...Gibran Rakabuming Raka 👍👍👍💛💛💛,pro
36,"Wali Kota Solo Gibran Rakabuming Raka buka suara soal foto-fotonya berasama para tokoh yang digadang menjadi kandidat Capres 2024. Salah satu di antaranya adalah, Puan Maharani.  https://t.co/i3dNXxo2JV",pro
37,"@gibran_tweet Sering baca2 twit mas @gibran_tweet tapi baru kali ini saya brani bertanya.  Mengapa mas @gibran_tweet Gibran Rakabuming Raka &amp; Mba Kahiyang Ayu namanya bagus. Sementara si bontot mas @kaesangp namanya kurang keren, terlepas makna nama K",kontra
38,"@04_zainal Momen Anies Baswedan sarapan bersama Wali Kota Solo, Gibran Rakabuming Raka pagi ini.  Usai sarapan, keduanya dijadwalkan mendatangi peringatan Haul ke-111 Habib Ali bin Muhammad Al-Habsyi di area Masjid Ar Riyadh, Pasar Kliwon, Solo.  https://",pro
39,"Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nadiem Makarim, Sekretaris Kabinet Pramono Anung, Kapolri Jenderal Listyo Sigit Prabowo, Gubernur Jawa Tengah Ganjar Pranowo, dan Wali Kota Surakarta Gibran Rakabuming Raka.  Surakarta, 19 November 2022  https://t.co/LYRljF74aI",netral
40,#gibranrakabumingraka #gibran #cnn #cnnnews  https://t.co/6iDLHdO8Lz,netral
41,"Sekretaris Kabinet Pramono Anung, Kapolri Jenderal Listyo Sigit Prabowo, Gubernur Jawa Tengah Ganjar Pranowo, dan Wali Kota Surakarta Gibran Rakabuming Raka.  https://t.co/pcZkveGhms",netral
42,"Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nadiem Makarim, Sekretaris Kabinet Pramono Anung, Kapolri Jenderal Listyo Sigit Prabowo, Gubernur Jawa Tengah Ganjar Pranowo, dan Wali Kota Surakarta Gibran Rakabuming Raka.  Surakarta, 19 November 2022  https://t.co/hQDnj8nE0U",netral
43,"Keputusan Kaesang untuk tidak melanjutkan kasus tersebut ke jalur hukum serupa dengan langkah yang diambil oleh sang kakak, Gibran Rakabuming Raka.  https://t.co/JILIGUGVf9",pro
44,"Wali Kota Solo, Gibran Rakabuming Raka tengah menunjukkan kepada Puan Maharani Masjid Sheikh Zayed di Solo pada 19 November 2022.  https://t.co/JZKJXCSuxV",pro
45,Bisa jadi kuda 🐎 hitam pilpres 2024 yang diusung PDIP adalah Prabowo atau Sandiaga Uno pasangan dengan Gibran Rakabuming Raka. Kita lihat saja akhir 2022 atau awal 2023. benarkah itu !?  https://t.co/GzielHUJbD,kontra
46,Anies bertemu dengan Gibran Rakabuming Raka di Solo. Pertemuan yang berlangsung di meja makan itu menjadi salah satu topik terpopuler detikJateng pekan ini.  https://t.co/TsozjIqDG8,netral
47,Anies bertemu dengan Gibran Rakabuming Raka di Solo. Pertemuan yang berlangsung di meja makan itu menjadi salah satu topik terpopuler detikJateng pekan ini.  https://t.co/TsozjIIMUg,netral
48,"[Cari] Temukan Unsur Pidana, Polri Cari Pemilik Akun Penghina Iriana Jokowi  https://t.co/kefkyLlg6J #Video #akun #cari #GibranRakabumingRaka  https://t.co/TOga32fZ30",pro
49,"Dubes PEA untuk Indonesia Abdulla Salem Aldhaheri, Gubernur Jawa Tengah Ganjar Pranowo, dan Wali Kota Solo Gibran Rakabuming Raka.  https://t.co/9DQvJprvq6",pro
50,"RT muhammadiyah ""Walikota Surakarta, Gibran Rakabuming Raka ucapkan selamat dan sukses, pihak mendukung penuh untuk kesuksesan acara Muktamar ke-48 Muhammadiyah-‘Aisyiyah.   https://t.co/QZx8RX7MsF  #Muhammadiyah #Aisyiyah #Muktamar48""",pro
51,"Walikota Surakarta, Gibran Rakabuming Raka ucapkan selamat dan sukses, pihak mendukung penuh untuk kesuksesan acara Muktamar ke-48 Muhammadiyah-‘Aisyiyah.   https://t.co/TpmbG4JQHs  #Muhammadiyah #Aisyiyah #Muktamar48",pro
52,"Walikota Surakarta, Gibran Rakabuming Raka ucapkan selamat dan sukses, pihak mendukung penuh untuk kesuksesan acara Muktamar ke-48 Muhammadiyah-‘Aisyiyah.   https://t.co/MxI87P4lYy  #Muhammadiyah #Aisyiyah #Muktamar48",pro
53,"Pelaku penghinaan terhadap Ibu Negara Iriana Joko Widodo meminta maaf, Gibran Rakabuming Raka mengaku enggan melaporkan hal tersebut ke polisi. MCP  #RCTI #SeputariNews #Iriana #IbuNegara #Jokowi #Gibran #G20  https://t.co/EK4MbVWVe2",pro
54,Ketua DPR RI Puan Maharani dan Wali Kota Solo Gibran Rakabuming Raka tampak semobil usai menghadiri acara pembukaan Muktamar Muhammadiyah.  https://t.co/RNYl3IV9Gf,pro
55,"Wali Kota Solo Gibran Rakabuming Raka mengaku tidak akan melaporkan pengguna Twitter @KoprofilJati yang sudah menghina ibunya, Iriana Jokowi.  https://t.co/3aabNChvFv",pro
56,Ketua DPR RI Puan Maharani dan Wali Kota Solo Gibran Rakabuming Raka tampak semobil usai menghadiri acara pembukaan Muktamar Muhammadiyah.  https://t.co/77bR5mHtbe,netral
57,"Ketua DPP #PDIPerjuangan Said Abdullah mengingatkan Wali Kota Solo Gibran Rakabuming Raka bahwa Presiden Jokowi lebih bertalenta saat menjadi Gubernur DKI Jakarta, jika dibandingkan dengan sosok Anies Baswedan. #SolidBergerak   https://t.co/JaFmxId7Wd",kontra
58,Ketua DPR RI Puan Maharani dan Wali Kota Solo Gibran Rakabuming Raka tampak semobil usai menghadiri acara pembukaan Muktamar Muhammadiyah.  https://t.co/77bR5mpjX6,netral
59,"Putra Presiden RI Joko Widodo, Gibran Rakabuming Raka menanggapi cuitan salah seorang warganet dalam media sosial twitter yang diduga telah menghina Ibu Negara, Iriana Joko Widodo.   Simak berita selengkapnya di  https://t.co/EiVD2qI0yK #HardNews_Viral #NewsOne #CariBeritaditvOne  https://t.co/OJ71IDNNrn",netral
60,"Direktur Wahid Foundation Yenny Wahid menemui Wali Kota Solo Gibran Rakabuming Raka di Balai Kota Solo, Senin (14/11). @yennywahid  https://t.co/fektYgw7EL",netral
61,Elite Partai Nasdem yang melempar wacana Wali Kota Solo Gibran Rakabuming Raka bisa jadi cawapres Anies Baswedan memunculkan friksi di poros Koalisi Perubahan tersebut.  Selengkapnya :  https://t.co/iRE9soVk36  ___ #Vivacoid #Nasdem #Demokrat  https://t.co/5Msc5hIHMT,kontra
62,@Zacki32354499 @pn7l7h Maaf tidak ikhlas masih penuh dengan amarah aku juga tidak akan pernah memaafkan kamu lihat saja nanti sekarang kamu tidak akan pernah miskin aja belagu apalagi kalau kaya seperti Gibran rakabuming Raka coba miskin aja udah belagu s,kontra
63,Mantan Gubernur DKI Jakarta Anies Baswedan menampik pertemuannya dengan Wali Kota Solo Gibran Rakabuming Raka untuk memecah belah suara PDI-P.   https://t.co/I65NoY0AU1,kontra
64,"Obrolan antara Anies Baswedan dengan Gibran Rakabuming Raka hanya sebatas diskusi perkotaan, tidak menyinggung pemilihan presiden (pilpres) 2024. Pertemuan keduanya, memang jadi buah bibir para netizen di dunia maya. Banyak yang menduga mereka sedang…  https://t.co/tUEY8AE6lX",kontra
65,"Wali Kota Solo Gibran Rakabuming Raka, akan memaafkan pelaku yang menghina ibunya di media sosial.  #merahputihcom #Walikota #Solo #Gibran    https://t.co/2kEl3oSF1m",pro
66,"Iriana Jokowi Diduga Dihina Mirip ART, Gibran Rakabuming Raka Justru Jawab Begini Ketika Haters yang Hina Ibunya Hendak Dilaporkan ke Polisi  https://t.co/bGdatcci3o",pro
67,"Kedua putra Presiden Joko Widodo (Jokowi), Gibran Rakabuming Raka dan Kaesang Pangarep, turun tangan buntut foto ibunya, Iriana Jokowi, bersama ibu negara Korea Selatan, Kim Keon Hee, dijadikan bahan olokan oleh seseorang di media sosial.  . Foto tersebut menampilkan Iriana-  https://t.co/hmgsjsDTPg",pro
68,"Kocak! Wali Kota Solo Gibran Rakabuming Raka Tampil Pakai Background Naruto, Netizen: Cosplay Boruto?  https://t.co/QzFPP2Q7LT",pro
69,"Wali Kota Solo Gibran Rakabuming Raka buka suara soal foto ibunya, Iriana Joko Widodo (Jokowi), dengan Ibu Negara Korea Selatan Kim Keon Hee yang menjadi olok-olok. Gibran juga enggan mempolisikan pengunggah foto Iriana dengan Kim Keon Hee itu.",pro
70,"Selain @yennywahid, Dalam peresmian tersebut hadir pula Menteri BUMN Erick Thohir, Gubernur Jawa Tengah, Ganjar Pranowo serta Walikota Solo, Gibran Rakabuming Raka.",pro
71,Cuitan berisi meme yang dinilai mengolok Ibu Negara Iriana Joko Widodo viral dan jadi sorotan netizen. Meme yang diunggah akun Twitter @/KoprofilJati menarasikan foto Iriana bersama Ibu Negara Korsel. Gibran Rakabuming Raka dan Kaesang pun beri tanggapan.  https://t.co/gTC5pGSuo1,kontra
72,"Gibran Rakabuming Raka berkata bahwa Taman Satwa Taru Jurug (TSTJ) akan hadir dengan wajah dan nama baru, Solo Safari. #TempoTravel  https://t.co/nuWXoo8ZPB",netral
73,"Wali Kota Solo Gibran Rakabuming Raka menyinggung seorang YouTuber asal Inggris, Mahyar Tousi, yang menghina batik dan baju pendek yang dipakai para tamu KTT G20 Bali. Begini katanya!  https://t.co/jwBR050Wy5",pro
74,Wali Kota Surakarta Gibran Rakabuming Raka turut hadir dalam kegiatan upacara peringatan Hari Jadi Kabupaten Karanganyar yang digelar di Alun-Alun Karanganyar Jumat (18/11) pagi. #hutkaranganyar #Gibran  @karanganyarkab @gibran_tweet   https://t.co/2KirkUkP44,pro
75,"Wakil Ketua Umum Partai Golkar, Bambang Soesatyo, menyatakan mendukung Wali Kota Solo, Gibran Rakabuming Raka, untuk maju sebagai calon gubernur (cagub) dalam kontestasi Pemilihan Umum (Pemilu) 2024.  #PartaiGolkar #Golkarpedia #AirlanggaHartarto #BambangSoesatyo #Bamsoet  https://t.co/HaRcRHhjiT",pro
76,"Gibran Rakabuming Raka buka suara soal foto ibunya, Iriana Joko Widodo, dengan Ibu Negara Korea Selatan, Kim Keon Hee, yang menjadi olok-olok. Begini kata Gibran.  Via @detik_jateng  https://t.co/O4336F1ziz",pro
77,"Wali Kota Solo Gibran Rakabuming Raka mengatakan, pertemuannya dengan @yennywahid  membicarakan terkait persiapan Porseni NU yang bakal dilaksanakan pada tahun depan.",pro
78,"Putri Presiden ke-4 RI Abdurrahman Wahid, @yennywahid  bertemu Wali Kota Solo Gibran Rakabuming Raka di Balai Kota Solo, Jawa Tengah, Senin (14/11/2022).  https://t.co/ddGcWhFvVt",netral
79,"Wali Kota Solo Gibran Rakabuming Raka adanya seorang YouTuber Inggris, Mahyar Tousi yang menghina batik dan baju pendek yang dipakai para tamu KTT G20 Bali.  https://t.co/zgHS5y9Zip",kontra
80,"Wali Kota Solo Gibran Rakabuming Raka adanya seorang YouTuber Inggris, Mahyar Tousi yang menghina batik dan baju pendek yang dipakai para tamu KTT G20 Bali.  https://t.co/zgHS5xSWgp",kontra
81,Wali Kota Solo Gibran Rakabuming Raka buka suara soal foto ibunya Iriana Joko Widodo dengan Ibu Negara Korea Selatan Kim Keon Hee yang menjadi olok-olok.  https://t.co/vgTglbxqjo,pro
82,Wali Kota Solo Gibran Rakabuming Raka buka suara soal foto ibunya Iriana Joko Widodo dengan Ibu Negara Korea Selatan Kim Keon Hee yang menjadi olok-olok.  https://t.co/VdJoJPgazi,pro
83,Wali Kota Solo Gibran Rakabuming Raka buka suara soal foto ibunya Iriana Joko Widodo dengan Ibu Negara Korea Selatan Kim Keon Hee yang menjadi olok-olok.  https://t.co/VdJoJOZ7xi,pro
84, https://t.co/JLfe94K1pj  NasDem dan Demokrat saling sentil usai adanya pembicaraan kans Gibran Rakabuming Raka jadi cawapres Anies Baswedan. Kedua partai saling sindir terkait koalisi.,kontra
85,"Kedua putra Presiden Joko Widodo (Jokowi), Gibran Rakabuming Raka dan Kaesang Pangarep, turun tangan buntut foto ibunya, Iriana Jokowi, bersama ibu negara Korea Selatan, Kim Keon Hee, dijadikan bahan olokan oleh seseorang di medsos. Mereka berdua merespons postingan tersebut.  https://t.co/R8S1mBYX2U",pro
86,"Gibran Rakabuming Raka buka suara soal foto ibunya, Iriana Joko Widodo, dengan Ibu Negara Korea Selatan Kim Keon Hee yang menjadi olok-olok. Begini kata Gibran.  https://t.co/lnZV27XCNo",pro
87,"Gibran Rakabuming Raka buka suara soal foto ibunya, Iriana Joko Widodo, dengan Ibu Negara Korea Selatan Kim Keon Hee yang menjadi olok-olok. Begini kata Gibran.  https://t.co/lnZV27Ftzg",pro
88,okay starting today I follow the twitter account @kaesangp because the account is my sense of humor😅 - #nakamedia#pointofchange  - (via:t/@kaesangp )  #kaesangpangarep#humor#gibranrakabumingraka  https://t.co/llLwnpklGL,pro
89,"Putra Presiden RI Joko Widodo (Jokowi) dan Ibu Negara, Iriana Joko Widodo, yakni Gibran Rakabuming Raka dan Kaesang Pangarep geram lantaran ibunya direndahkan oleh warganet.  Simak berita selengkapnya di  https://t.co/prlz3AV0l7 #HardNews_Viral #NewsOne #CariBeritaditvOne #viral  https://t.co/v2SPQREO8c",kontra
90,Cocok  Pangeran Gibran Rakabuming Raka @gibran_tweet n Putri Kahiyang Ayu  Sijine pengawal wae @kaesangp   🤣🤣🤣,kontra
91,"Gibran Tak Bisa Jadi Cawapres Anies, Refly Harun Beber Alasan Hukumnya  https://t.co/iMmPOLtF5t #AniesBaswedan #Anies-Gibran #GibranRakabumingRaka #Pilpres2024",kontra
